office,id,ad,ed,candidate,party,votes
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,6,YES,,542
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,6,NO,,41
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,7,YES,,574
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,7,NO,,54
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,8,YES,,499
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,8,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,9,YES,,549
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,9,NO,,22
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,10,YES,,387
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,10,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,11,YES,,465
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,11,NO,,47
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,12,YES,,211
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,12,NO,,163
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,13,YES,,283
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,13,NO,,52
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,14,YES,,122
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,14,NO,,543
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,15,YES,,121
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,15,NO,,109
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,16,YES,,298
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,16,NO,,134
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,17,YES,,421
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,17,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,18,YES,,332
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,18,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,19,YES,,396
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,19,NO,,56
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,20,YES,,76
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,20,NO,,71
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,21,YES,,129
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,21,NO,,92
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,22,YES,,315
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,22,NO,,493
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,23,YES,,208
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,23,NO,,404
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,24,YES,,300
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,24,NO,,326
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,25,YES,,281
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,25,NO,,320
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,26,YES,,125
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,26,NO,,111
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,27,YES,,340
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,27,NO,,288
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,28,YES,,212
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,28,NO,,306
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,29,YES,,127
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,29,NO,,401
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,30,YES,,149
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,30,NO,,406
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,31,YES,,147
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,31,NO,,214
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,32,YES,,344
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,32,NO,,165
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,33,YES,,309
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,33,NO,,456
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,34,YES,,355
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,34,NO,,540
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,35,YES,,160
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,35,NO,,467
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,36,YES,,141
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,36,NO,,234
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,37,YES,,195
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,37,NO,,231
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,38,YES,,73
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,38,NO,,56
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,39,YES,,129
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,39,NO,,120
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,40,YES,,257
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,40,NO,,219
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,41,YES,,268
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,41,NO,,483
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,42,YES,,273
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,42,NO,,212
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,43,YES,,243
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,43,NO,,193
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,44,YES,,207
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,44,NO,,182
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,45,YES,,323
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,45,NO,,312
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,46,YES,,222
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,46,NO,,195
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,47,YES,,257
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,47,NO,,149
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,48,YES,,287
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,48,NO,,210
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,49,YES,,312
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,49,NO,,75
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,50,YES,,272
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,50,NO,,52
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,51,YES,,167
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,51,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,52,YES,,445
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,52,NO,,424
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,53,YES,,160
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,53,NO,,60
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,54,YES,,101
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,54,NO,,57
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,55,YES,,276
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,55,NO,,184
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,56,YES,,246
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,56,NO,,183
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,57,YES,,183
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,57,NO,,170
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,58,YES,,372
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,58,NO,,255
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,59,YES,,107
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,59,NO,,85
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,60,YES,,138
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,60,NO,,141
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,61,YES,,288
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,61,NO,,207
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,62,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,62,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,63,YES,,340
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,63,NO,,350
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,64,YES,,276
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,64,NO,,277
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,65,YES,,88
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,65,NO,,74
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,66,YES,,217
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,66,NO,,166
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,67,YES,,169
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,67,NO,,152
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,68,YES,,97
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,68,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,69,YES,,56
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,69,NO,,105
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,70,YES,,59
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,70,NO,,157
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,71,YES,,134
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,71,NO,,348
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,72,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,72,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,73,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,73,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,74,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,74,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,1,YES,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,1,NO,,5
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,2,YES,,513
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,2,NO,,43
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,3,YES,,696
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,3,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,4,YES,,657
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,4,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,5,YES,,618
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,42,5,NO,,40
